timestampUtc,severity,event,sourcePath,message
"2026-09-19T22:25:16.3388636Z","Info","OpenProject","C:\work\GIT\StoryBoard.SampleProjects\Samples\WorkshopTutorial\WorkshopTutorial.sbe.json","Project load completed."
