timestampUtc,severity,event,sourcePath,message
"2026-09-14T15:13:01.3598025Z","Info","OpenProject","C:\work\HobbyStuff\storyboarding\Samples\ObjectPlayLevel2\ObjectPlayLevel2.sbe.json","Project load completed."
