timestampUtc,severity,outcome,ruleId,kind,sourcePath,line,column,jsonPath,message,oldValue,newValue
"2026-09-16T17:35:18.4419165Z","Info","Applied","commandVerbs","PropertyRename","C:\work\GIT\Storyboard\Samples\ObjectPlayLevel1\GameRuntimeJson\SingleRoomAntics.sbr.runtime.json","6","3","$.commandVerbs","Renamed legacy property commandVerbs to additionalVerbs.","[""go"",""look"",""open"",""close"",""take"",""drop"",""use"",""talk"",""put"",""grab"",""get"",""inspect"",""remove""]","[""go"",""look"",""open"",""close"",""take"",""drop"",""use"",""talk"",""put"",""grab"",""get"",""inspect"",""remove""]"
"2026-09-16T17:35:18.4419383Z","Info","Applied","directionals","PropertyRename","C:\work\GIT\Storyboard\Samples\ObjectPlayLevel1\GameRuntimeJson\SingleRoomAntics.sbr.runtime.json","21","3","$.directionals","Renamed legacy property directionals to additionalDirectionals.","[""north"",""south"",""east"",""west"",""northeast"",""southeast"",""northwest"",""southwest"",""up"",""down"",""from"",""into"",""on"",""under"",""over""]","[""north"",""south"",""east"",""west"",""northeast"",""southeast"",""northwest"",""southwest"",""up"",""down"",""from"",""into"",""on"",""under"",""over""]"
