timestampUtc,severity,event,sourcePath,message
"2026-09-14T15:12:36.1327036Z","Info","OpenProject","C:\work\HobbyStuff\storyboarding\Samples\ObjectPlayLevel3\ObjectPlayLevel3.sbe.json","Project load completed."
